,Sensor-1,Sensor-2,Sensor-3,Sensor-4,Sensor-5,Sensor-7,Sensor-8,Sensor-9,Sensor-10,Sensor-11,Sensor-12,Sensor-13,Sensor-15,Sensor-16,Sensor-17,Sensor-18,Sensor-20,Sensor-21,Sensor-22,Sensor-23,Sensor-24,Sensor-25,Sensor-26,Sensor-27,Sensor-29,Sensor-30,Sensor-33,Sensor-34,Sensor-38,Sensor-39,Sensor-40,Sensor-41,Sensor-42,Sensor-44,Sensor-45,Sensor-46,Sensor-47,Sensor-48,Sensor-49,Sensor-51,Sensor-52,Sensor-54,Sensor-55,Sensor-56,Sensor-57,Sensor-58,Sensor-59,Sensor-60,Sensor-62,Sensor-63,Sensor-64,Sensor-65,Sensor-66,Sensor-67,Sensor-68,Sensor-69,Sensor-71,Sensor-72,Sensor-74,Sensor-76,Sensor-77,Sensor-78,Sensor-79,Sensor-80,Sensor-81,Sensor-82,Sensor-83,Sensor-84,Sensor-85,Sensor-86,Sensor-87,Sensor-88,Sensor-89,Sensor-90,Sensor-91,Sensor-92,Sensor-93,Sensor-94,Sensor-95,Sensor-96,Sensor-100,Sensor-101,Sensor-102,Sensor-103,Sensor-104,Sensor-105,Sensor-108,Sensor-109,Sensor-110,Sensor-111,Sensor-112,Sensor-113,Sensor-114,Sensor-115,Sensor-116,Sensor-117,Sensor-118,Sensor-119,Sensor-120,Sensor-121,Sensor-122,Sensor-123,Sensor-124,Sensor-127,Sensor-129,Sensor-130,Sensor-132,Sensor-133,Sensor-134,Sensor-135,Sensor-136,Sensor-137,Sensor-138,Sensor-139,Sensor-140,Sensor-141,Sensor-143,Sensor-144,Sensor-145,Sensor-146,Sensor-147,Sensor-148,Sensor-149,Sensor-151,Sensor-152,Sensor-153,Sensor-156,Sensor-157,Sensor-160,Sensor-161,Sensor-162,Sensor-163,Sensor-164,Sensor-165,Sensor-166,Sensor-167,Sensor-168,Sensor-169,Sensor-170,Sensor-171,Sensor-172,Sensor-173,Sensor-174,Sensor-176,Sensor-177,Sensor-178,Sensor-181,Sensor-182,Sensor-183,Sensor-184,Sensor-185,Sensor-189,Sensor-196,Sensor-197,Sensor-198,Sensor-199,Sensor-200,Sensor-201,Sensor-202,Sensor-203,Sensor-204,Sensor-205,Sensor-206,Sensor-208,Sensor-209,Sensor-211,Sensor-212,Sensor-213,Sensor-214,Sensor-215,Sensor-216,Sensor-217,Sensor-218,Sensor-219,Sensor-220,Sensor-221,Sensor-222,Sensor-223,Sensor-224,Sensor-225,Sensor-226,Sensor-228,Sensor-229,Sensor-239,Sensor-240,Sensor-245,Sensor-246,Sensor-247,Sensor-248,Sensor-249,Sensor-253,Sensor-254,Sensor-256,Sensor-268,Sensor-269,Sensor-270,Sensor-317,Sensor-334,Sensor-344,Sensor-346,Sensor-347,Sensor-359,Sensor-368,Sensor-413,Sensor-419,Sensor-420,Sensor-424,Sensor-433,Sensor-434,Sensor-439,Sensor-440,Sensor-461,Sensor-469,Sensor-473,Sensor-481,Sensor-483,Sensor-484,Sensor-485,Sensor-486,Sensor-487,Sensor-488,Sensor-489,Sensor-490,Sensor-500,Sensor-501,Sensor-511,Sensor-512,Sensor-547,Sensor-548,Sensor-549,Sensor-550,Sensor-551,Sensor-552,Sensor-556,Sensor-559,Sensor-560,Sensor-563,Sensor-564,Sensor-565,Sensor-566,Sensor-571,Sensor-572,Sensor-573,Sensor-579,Sensor-580,Sensor-582,Sensor-583,Sensor-584,Good/Bad
10,2947.87,2460.05,2204.2333,2110.8288,1.6392,89.0356,0.1245,1.5209,0.0097,0.0106,0.9626,199.6975,9.7279,406.1426,10.332,0.9751,12.4078,1.4138,-5085.75,2532.5,-3504.75,102.3333,1.282,2.0017,75.6778,2.4111,83.7568,8.2981,65.9373,86.6174,119.9514,80.57,3.675,358.5491,10.2363,128.0018,725.8182,0.9788,139.5273,626.0782,117.0634,4.646,4.907,2862.0,0.9272,0.9467,4.5863,4.4445,10.5788,112.4464,10.4532,15.5555,18.0095,707.8087,1.0458,146.1064,616.7427,115.735,469.1573,0.0094,-0.0279,-0.0289,-0.0316,-0.0046,-0.0007,-0.0108,0.0137,7.3976,0.127,,2.3829,0.9885,1836.9914,0.2034,8883.2801,-0.017,0.0011,0.0007,0.0001,0.0,0.0856,0.0003,0.0001,-0.026,-0.0106,-0.0011,0.0354,0.0331,,,,0.4514,0.9393,0.0,753.1723,0.9912,57.8403,0.5986,0.9623,6.3828,15.75,3.235,15.8,2.783,3.153,0.7096,0.9962,2.2802,998.0122,37.2972,113,86.8,57.5,53.8,385.4899,0.3378,3.63,0.007,0.1136,0.0709,0.0521,0.0201,7.7125,5.31,5.672,0.2941,0.36,0.0682,197,182,490,750,0.176,0.104,0.11,1.7,1.4,0.129,0.417,0.5941,0.1229,0.2147,0.497,0.7974,0.2244,0.142,21.46,0.377,4.86,30.345,0.0748,18.469,0.283,5.09,18.15,0.214,6.38,17.23,5.09,4.988,34.205,0.068,4.3,21.1,23.539,0.0705,0.1096,0.0341,0.1212,0.0527,0.0293,0.0945,0.033,4.7117,0.0019,,0.0522,0.0017,91.0946,0.0387,973.7998,0.0109,0.0141,0.0058,0.0038,,,,0.0954,0.0299,1.536,0.0363,0.333,0.044,31.404,4.1345,6.7223,5.7248,6.5708,6.6601,3.9969,,0.0031,18.2625,731.3991,490.3529,54.5852,13.981,732.899,58.0645,71.4462,15.7769,114.5224,164.83,20.3387,752.0,392.8315,117.8911,382.9384,0.0,0.0,877.0302,240.8759,996.5714,0.0,54.5882,330.4348,,,,,,,,0.9789,0.2945,265.984,0.9639,7.83,0.1939,532.2636,2.2625,8.32,,,,0.4985,0.0101,-1
11,3008.28,2504.21,2202.2556,1914.0689,1.6013,94.6922,0.1242,1.4055,-0.0134,-0.0135,0.9691,198.8975,9.2803,400.4087,9.7648,0.9717,12.6257,1.4166,-4764.0,2903.75,-4312.25,-409.0,1.2818,1.9905,75.0889,2.0111,84.8949,8.3588,66.2366,86.5828,120.3726,81.27,2.955,357.1827,10.1735,133.0409,732.2075,0.9834,144.7009,634.9245,115.9665,4.571,4.831,2865.0,0.9242,0.946,4.5663,5.6155,10.4219,118.6564,6.4102,14.3845,14.8409,717.3666,1.5244,155.7355,632.4427,238.4775,470.4522,-0.0049,-0.0506,-0.0288,0.0564,-0.0339,-0.0164,-0.0258,0.0051,7.8021,0.1308,,2.2663,0.97,1804.9217,0.2105,8091.77,-0.0132,-0.0023,-0.0005,0.0001,0.0,-0.0065,0.0002,0.0,0.0195,-0.0101,0.0001,0.0778,0.0012,,,,0.4585,0.9522,0.0,676.803,0.9908,58.0213,0.5986,0.9645,6.3864,15.75,3.235,15.8,2.783,3.153,0.7096,0.9962,2.2802,998.0122,37.2972,84,65.3,96.2,44.0,318.9119,0.3104,4.38,0.0063,0.116,0.062,0.0444,0.0175,9.6082,10.078,9.226,0.4312,0.33,0.0906,1985,613,998,2236,0.079,0.077,0.044,1.8,1.4,0.13,0.286,0.6053,0.1165,0.2068,0.2538,0.7726,0.1828,0.205,26.92,0.556,4.16,27.636,0.0745,38.47,0.264,9.49,19.19,0.185,8.81,13.13,9.49,11.552,38.104,0.0788,7.32,22.34,53.66,0.0803,0.0535,0.0246,0.057,0.0521,0.0268,0.0978,0.0329,3.0655,0.0039,,0.0881,0.0029,59.1167,0.067,1058.9995,0.011,0.0088,0.0052,0.0065,,,,0.0155,0.0213,1.5621,0.0365,0.5215,0.044,31.404,4.1345,7.4824,6.17,6.7556,5.9207,2.6834,,0.0024,16.6615,463.985,329.3463,108.5959,23.1434,546.6993,69.6133,86.9888,33.1734,168.9979,204.8292,22.5011,0.0,105.7835,85.3426,101.1086,153.7157,162.9179,378.3366,641.9512,480.8743,0.0,51.358,0.0,,,,,,,,1.0072,0.8354,264.958,0.9733,7.55,0.2216,534.1482,1.6633,10.92,,,,0.4989,0.0125,-1
12,3084.81,2445.2,2224.6778,1308.6479,1.3907,101.1333,0.1208,1.4997,0.0027,0.0056,0.9591,199.8681,9.5711,400.4493,10.3944,0.9771,12.4078,1.4258,-5195.75,2541.0,-3663.75,3444.3333,1.3043,2.0032,68.4889,2.5889,84.9173,9.131,65.9561,86.7486,118.0202,76.72,3.312,357.4273,10.2907,126.62,724.1972,1.0486,143.66,627.7073,120.5192,4.639,4.899,2856.0,0.9293,0.9468,4.5807,2.8136,10.6726,109.4336,14.4382,17.1864,21.9929,702.2043,1.0774,145.6355,613.2691,121.8235,,0.0039,-0.0739,0.0558,0.0463,-0.0059,0.0061,0.001,0.0276,7.4217,0.1364,0.1139,2.4073,0.9861,1742.9685,0.1696,8366.46,0.0196,0.0009,0.0009,0.0,0.0,0.0121,0.0,0.0,-0.0487,-0.0101,-0.0002,-0.0375,-0.0189,0.9764,101.7706,233.0776,0.468,0.9408,0.0,723.0611,0.9911,57.8977,0.6141,0.9654,6.207,15.75,3.235,15.8,2.783,3.153,0.7096,0.9962,2.2802,998.0122,37.2972,132,148.9,178.5,51.5,184.64,0.33,5.65,0.0033,0.0819,0.0547,0.0416,0.0185,6.4908,9.536,13.748,0.2446,0.36,0.0267,598,438,3959,13134,0.087,0.082,0.11,3.1,0.9,0.094,0.361,0.6062,0.1798,0.3413,0.5555,0.6778,0.2857,1.039,19.2,0.093,3.75,28.193,0.102,18.036,0.271,3.05,21.44,0.393,5.56,22.23,3.05,3.19,29.662,0.2452,8.45,22.23,119.535,0.0543,0.0666,0.0452,0.0206,0.0391,0.0059,0.0917,0.0512,6.3036,0.0026,0.0089,0.0326,0.0061,104.5221,0.0685,633.9004,0.0118,0.0134,0.0031,0.0049,0.0034,1.0004,2.1707,0.0125,0.0221,1.456,0.0315,0.5565,0.044,31.404,4.1345,6.2503,6.713,6.1844,,,0.0026,0.0022,14.1092,0.0,744.519,99.6334,108.0587,381.322,34.7639,44.7619,14.9653,108.4006,153.9664,98.1214,0.0,90.1218,81.0036,44.5165,660.6125,96.3265,0.0,185.6754,0.0,0.0,30.7311,0.0,1.506,411.18,73.588,1.7593,21.51,1.08,116.816,0.9825,0.3629,267.726,0.9214,4.62,0.154,532.0164,2.3658,13.49,,,,0.5035,0.0142,-1
13,3034.5,2431.35,2220.0445,2253.2847,1.7112,88.0444,0.1222,1.4175,-0.0144,-0.0119,0.9661,197.9151,5.604,408.6007,10.7348,0.9737,12.6184,1.4096,-5569.75,2958.0,-3395.5,-105.0,1.2732,1.9875,74.0,2.0222,84.8949,8.3588,66.2366,86.5828,120.3726,81.27,2.955,356.9836,10.2531,130.3991,729.0202,0.9827,141.51,628.8927,124.7381,4.61,4.871,2863.0,0.9252,0.9463,4.5938,3.9527,10.5269,114.3518,8.8717,16.0473,18.7066,710.3135,1.0944,149.4427,621.3818,119.3609,470.2445,0.0267,-0.0533,-0.0342,0.0587,-0.0152,-0.0424,-0.0207,-0.0015,7.593,0.1282,0.11,2.3782,0.9871,1891.431,0.2011,9020.8602,0.0,-0.0014,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,-0.0115,-0.0014,0.0,0.0,0.9796,101.9161,231.6601,0.4552,0.9484,0.0,788.4125,0.9905,59.0297,0.6019,0.9544,6.5115,15.75,3.235,15.8,2.783,3.153,0.7096,0.9962,2.2802,998.0122,37.2972,108,153.5,105.4,45.0,288.3828,0.4508,3.39,0.0034,0.0796,0.0686,0.0607,0.0156,7.0283,7.533,12.641,0.367,0.32,0.053,959,695,1341,163,0.067,0.105,0.138,2.8,1.6,0.215,0.557,0.6053,0.1165,0.2068,0.2538,0.7726,0.1828,0.205,16.71,0.418,5.12,26.347,0.0677,14.218,0.255,7.57,16.9,0.26,8.05,16.9,7.57,9.896,35.308,0.0652,2.99,23.89,16.582,0.0821,0.1039,0.0271,0.0574,0.0645,0.0332,0.0855,0.0372,3.6095,0.0038,0.0084,0.0957,0.0027,135.9242,0.0504,550.7002,0.0224,0.0296,0.0041,0.005,0.0028,0.5402,4.8896,0.0307,0.0064,1.7789,0.0356,0.3132,0.044,31.404,4.1345,5.7861,5.3638,7.1618,5.8602,4.6196,0.0024,0.0,12.7983,477.6327,511.1579,134.4218,39.4934,155.2381,79.1209,140.9323,11.3983,191.5133,190.4935,13.8923,307.5626,194.8429,79.1819,97.7853,425.567,78.3481,414.0436,0.0,0.0,0.0,35.5363,363.6364,0.53,396.412,72.68,0.15,22.31,1.05,28.2962,0.9794,0.1459,269.176,0.7193,4.96,0.1894,536.4418,2.3416,6.66,0.02,0.0095,47.7832,0.4944,0.0123,-1
14,3001.26,2519.92,2224.6778,1308.6479,1.3907,101.1333,0.1208,1.5172,-0.0135,0.007,0.9778,203.8365,9.2964,407.5345,9.9622,0.972,12.5418,1.4272,-5644.0,2685.75,-4062.0,382.5,1.299,1.9913,74.5556,2.0333,85.4656,8.5407,65.9873,86.8223,119.5174,80.93,3.674,351.5836,10.1634,126.5509,715.3783,1.3966,143.5864,621.7209,203.3542,4.575,4.815,2855.0,0.9353,0.9502,4.7143,3.4482,10.598,109.9991,13.8682,16.5518,21.0153,694.363,1.1114,148.6391,607.8527,119.1435,469.5338,0.0047,-0.027,-0.0455,0.0258,-0.0218,0.0053,-0.0145,0.0192,7.6017,0.127,,2.4016,0.9899,1816.3408,0.1678,8850.9799,0.0,-0.0007,-0.0009,0.0,0.0,0.0,0.0,0.0,0.0,-0.0079,-0.0005,0.0,0.0,,,,0.4566,0.9599,0.0,763.7353,0.9916,57.976,0.5911,0.9708,6.2958,15.9,3.816,15.85,2.911,3.394,0.0,1.002,2.3817,1010.6921,37.117,111,104.1,47.1,51.5,184.64,0.33,5.65,0.0033,0.1309,0.0854,0.0448,0.0072,8.5151,6.964,15.625,0.6192,0.25,0.0535,1042,868,1993,907,0.189,0.098,0.195,2.3,0.9,0.134,0.567,0.3745,0.1348,0.3023,0.6187,0.7682,0.285,0.265,17.75,0.453,8.66,21.24,0.0773,56.659,0.232,3.28,20.34,0.337,6.76,13.8,3.28,5.14,23.656,0.058,7.87,13.8,15.941,0.0753,0.0333,0.0346,0.009,0.0719,0.0985,0.0832,0.022,4.1053,0.0019,,0.0522,0.0009,117.0568,0.0373,1347.7002,0.0147,0.011,0.0024,0.0049,,,,0.0041,0.0178,3.8807,0.0336,0.4361,0.1102,17.561,5.2328,5.4498,5.8999,3.7795,4.0576,2.1032,,0.0,14.1092,634.3547,640.0,74.911,49.0645,237.1242,44.2623,84.1004,27.8622,95.1226,99.5083,13.3797,0.0,123.4476,76.0858,34.9176,330.3848,0.0,573.7931,114.2857,0.0,0.0,30.3318,933.3333,0.7985,395.486,71.996,0.272,19.63,0.47,34.0571,0.9789,0.2945,245.836,0.6545,2.93,0.0804,536.6727,1.7324,7.46,0.0278,0.0135,48.4818,0.4959,0.0142,-1
15,3017.39,2544.64,2246.5778,1963.8016,1.1665,96.7089,0.1209,1.4959,0.0137,0.005,0.978,202.3661,5.315,403.2533,9.9808,0.9784,12.1298,1.3961,-5250.75,2517.0,-5688.25,-1226.5,1.3392,1.959,72.9222,2.4333,85.7059,8.2395,65.9946,86.5783,120.0346,80.93,3.527,352.6036,10.1295,137.6445,734.0051,1.403,143.8573,634.1055,224.9231,4.601,4.837,2850.0,0.9327,0.9512,4.4994,1.3445,10.5106,118.9891,14.9837,18.6555,26.2833,707.7218,1.0719,148.5318,619.1218,99.8105,,0.0148,-0.0009,-0.0355,0.0013,-0.0191,-0.0043,-0.0274,0.02,7.6807,0.1282,0.1157,2.417,0.9905,1797.1417,0.2332,9055.2699,0.0,-0.0038,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,-0.0136,0.0014,0.0,0.0,0.9788,105.432,231.4772,,0.9578,0.0,796.4259,0.9908,57.3415,0.5928,0.979,6.3499,15.76,3.358,15.82,2.822,3.368,-1.229,0.9962,2.2808,999.3366,35.2034,330,122.1,80.5,64.0999,923.8671,0.1407,7.76,0.0057,0.1016,0.0625,0.046,0.0072,7.2479,7.286,10.323,0.4427,0.66,0.07,732,377,7567,5606,0.174,0.192,0.153,2.4,1.8,0.176,0.538,0.8756,0.0704,0.264,0.4991,0.8387,0.2371,0.241,18.92,0.418,17.49,35.894,0.1336,47.165,0.303,20.17,26.11,0.506,36.43,21.8,20.17,23.016,35.264,0.1339,5.94,21.8,67.196,0.0651,0.0385,0.0424,0.0875,0.0657,0.1271,0.068,0.0342,3.9712,0.0035,0.0091,0.052,0.0008,81.5529,0.3712,627.8994,0.0241,0.0188,0.0047,0.007,0.0031,3.8087,5.3427,,0.018,3.1242,0.0314,0.6111,0.0316,27.184,3.6124,5.6354,7.3095,7.3043,,,0.0024,0.0,47.0448,455.3734,912.0198,137.0837,133.0286,457.073,73.9726,104.0053,20.9694,0.0,145.4915,67.3235,440.9822,0.0,119.4366,0.0,344.2043,0.0,248.1752,170.5736,638.4106,437.8457,34.4322,500.0,0.7031,402.62,75.868,0.3322,13.3,1.91,47.2438,0.9338,0.5588,251.156,0.7958,6.2,0.2756,533.3382,2.4033,9.43,,,,0.5005,0.0145,-1
16,3018.8,2440.93,2195.6667,1333.7299,1.0772,98.9844,0.1223,1.6063,-0.002,0.0066,0.9671,199.1285,4.7006,396.0121,10.3504,0.9807,12.1298,1.4327,-5334.75,2654.0,-4137.25,6050.5,1.2558,2.0232,69.5222,2.0333,84.9173,9.131,65.9561,86.7486,118.0202,76.72,3.312,359.4,10.1251,130.8282,731.5726,1.3606,141.2236,631.4518,206.9776,4.646,4.907,2862.0,0.9272,0.9467,4.5863,,,,,,,,,,,,,0.0135,-0.0036,0.0563,-0.0513,-0.0296,-0.0307,-0.066,0.0228,7.0862,0.1364,0.1136,2.4044,0.988,1735.2635,0.202,9207.0201,0.0,0.0008,-0.0012,0.0,0.0,0.0,0.0,0.0,0.0,-0.0108,0.0002,0.0,0.0,0.9795,101.7866,231.8164,,0.9407,0.0,735.5572,0.9905,59.0958,0.5869,0.9627,6.2777,15.8,3.52,15.89,2.686,2.988,0.0,0.9944,2.2784,997.3981,36.1772,113,135.2,124.8,46.1001,439.851,0.3514,15.05,0.0037,0.0763,0.0436,0.0427,0.0096,6.3599,4.009,10.345,0.2308,0.66,0.0194,960,1031,1895,19769,0.112,0.075,0.274,2.1,1.4,0.101,0.381,0.6062,0.1798,0.3413,0.5555,0.6778,0.2857,1.039,16.77,0.427,4.58,28.223,0.1624,92.977,0.283,,,,,,,,,,,,,0.0519,0.0337,0.0493,0.1524,0.0677,0.0861,0.0641,0.0745,4.2665,0.0026,0.01,0.0563,0.0093,201.801,0.0217,1302.8003,0.0108,0.0136,0.0046,0.0042,0.0041,0.8749,3.3238,,0.0216,4.2827,0.0525,0.2797,0.0243,17.807,2.9681,5.5089,,,,,0.0024,0.0,32.979,0.0,646.3576,85.2863,45.8034,326.7333,68.8525,74.7533,44.9213,,,,383.0258,923.2877,87.5666,296.9313,228.8128,280.0,97.1212,327.4725,0.0,0.0,42.3963,0.0,,,,,,,,0.9779,0.5488,249.918,0.7777,7.18,0.2266,532.9764,2.4327,13.44,,,,0.4994,0.0125,-1
17,2931.05,2528.74,2205.7,1072.8058,1.2856,100.8511,0.1216,1.5568,0.0107,0.007,0.9592,199.3942,6.2518,405.1907,9.7158,0.9747,12.5094,1.4124,-5209.0,2534.5,-1923.5,-4378.5,1.275,2.0032,70.9,2.2778,83.7179,8.7015,66.2507,86.2732,118.504,80.86,2.617,356.9427,10.1987,127.0255,722.013,1.2102,138.69,622.6582,49.6494,4.59,4.868,2858.0,0.9256,0.943,4.6622,0.9591,10.7241,107.9845,10.0791,19.0409,25.2629,696.7501,0.9277,150.1218,612.5791,94.2714,,0.0162,0.0176,-0.0077,-0.021,0.0213,0.0323,-0.0153,-0.017,7.4916,0.1317,0.1138,2.4116,0.9639,1668.0622,0.1559,9275.7,-0.019,0.0012,0.0039,0.0,-0.0001,-0.0028,0.0001,0.0,-0.0509,-0.0096,0.0,-0.033,0.0105,0.9766,101.2196,232.9873,0.4644,0.9404,0.0,778.873,0.9906,59.6589,0.6083,0.9667,6.2285,15.72,3.225,15.77,2.699,3.276,0.4731,0.9969,2.2868,1001.2349,40.2319,79,119.2,54.4,44.8,449.279,0.2733,8.42,0.003,0.0559,0.0681,0.0456,0.0156,6.4617,6.948,12.216,0.4699,0.19,0.0668,583,365,7294,5750,0.164,0.137,0.263,2.3,1.4,0.126,0.386,0.6979,0.0527,0.3866,0.6513,0.8747,0.2134,0.346,20.1,0.624,6.9,27.443,0.1794,21.515,0.276,6.2,22.81,0.155,5.28,22.3,6.2,9.35,30.323,0.2027,4.69,22.3,49.513,0.0846,0.0611,0.0398,0.093,0.0826,0.0808,0.1018,0.0571,2.846,0.0022,0.0065,0.0349,0.0093,156.9957,0.028,639.5,0.0138,0.0163,0.0049,0.0065,0.0057,0.5001,4.3072,0.023,0.0122,4.3054,0.0277,0.2336,0.0318,17.15,7.0836,6.3258,6.8652,6.776,,,0.002,0.0022,41.8789,639.0616,652.5939,111.1357,379.2046,131.3235,61.4634,65.9302,43.3339,646.4455,221.2498,52.5218,522.0208,346.1756,513.5484,442.3306,387.4524,250.1548,666.4484,334.8974,0.0,412.6582,51.2418,0.0,0.8185,396.752,73.796,0.3273,21.23,0.86,39.9843,1.1069,0.6043,259.75,0.8374,8.55,0.1928,530.6746,2.0193,10.8,0.0503,0.0334,66.5448,0.5027,0.0155,-1
18,3004.08,2514.67,2200.2333,1173.8377,1.3281,101.6111,0.1211,1.4914,-0.0023,0.0157,0.9481,202.8022,6.8529,412.5335,9.2397,0.9591,12.5094,1.4136,-5392.5,2655.75,-3786.0,-2334.0,1.287,1.9955,73.2111,1.7667,84.3084,8.3591,65.973,86.9351,117.9356,79.94,3.054,353.7345,10.3003,128.5936,722.6588,1.2368,143.7364,626.0645,46.3952,4.59,4.868,2858.0,0.9256,0.943,4.6622,5.3191,10.4558,113.9127,10.1335,14.6809,18.9734,703.6855,1.0066,146.49,617.5227,89.4849,,0.0003,0.0166,-0.0278,-0.0156,0.0199,0.0132,-0.0189,-0.0218,7.8047,0.1318,,2.4393,0.9854,1776.0103,0.1802,8232.1,0.0314,0.0001,0.0007,0.0001,0.0,-0.0074,-0.0003,0.0002,0.0067,-0.0119,0.0001,0.0843,0.1111,,,,0.4648,0.9397,0.0,713.2748,0.9911,55.396,0.5974,0.9807,6.2018,15.72,5.151,15.73,2.894,3.419,-0.4731,0.9987,2.3195,1000.9221,37.408,140,199.4,180.8,52.0999,290.196,0.2048,6.89,0.0039,0.0945,0.0289,0.0558,0.0243,9.1966,5.778,13.869,1.5035,0.19,0.034,626,387,1535,14400,0.133,0.063,0.157,1.6,1.1,0.097,0.395,0.486,0.1807,0.2914,0.6304,0.7801,0.3024,0.254,24.79,0.939,7.57,25.024,0.2854,24.785,0.276,6.34,15.53,0.49,7.29,15.9,6.34,7.845,30.799,0.1353,7.1,24.91,80.314,0.0743,0.041,0.0213,0.1033,0.0986,0.0813,0.0864,0.0293,3.5115,0.0039,,0.0274,0.0015,127.9607,0.0671,781.3003,0.0178,0.0174,0.0055,0.0046,,,,0.0174,0.0344,5.8064,0.0294,0.1903,0.0881,23.646,2.0348,6.9993,5.1702,7.7674,,,,0.003,24.722,0.0,354.708,84.3146,40.5441,616.9666,62.2642,81.2849,53.4215,119.1933,156.9053,89.7514,0.0,246.988,76.5499,664.3087,496.4128,613.5849,457.7483,134.4037,0.0,0.0,46.3158,0.0,,,,,,,,1.0038,0.1975,260.91,0.8489,6.51,0.2878,530.6746,2.0193,10.8,0.0221,0.0235,106.1758,0.5013,0.0111,-1
19,2893.07,2596.63,2214.2889,988.2071,1.2513,101.7044,0.1209,1.4612,-0.0052,-0.013,0.9498,202.9163,7.6165,416.7005,9.2191,0.9606,12.5757,1.4159,-5494.75,2727.25,-4684.25,2706.0,1.294,1.9995,75.9,1.5111,85.4438,8.4278,66.0827,87.1524,117.8352,80.18,2.97,353.1427,10.2455,132.4773,727.0588,1.2254,141.4691,627.0891,50.4863,4.59,4.868,2858.0,0.9256,0.943,4.6622,-2.1555,10.6485,110.3218,11.9536,22.1555,27.9032,699.1556,0.9385,149.7773,615.1355,89.9882,,-0.0018,0.0098,0.0013,0.0029,0.0108,-0.0287,-0.0174,-0.0082,7.6506,0.1318,,2.441,0.9896,1809.8892,0.1624,9249.6298,-0.0054,0.0013,-0.0001,0.0001,0.0001,0.0326,-0.0001,0.0002,0.0294,-0.013,-0.0004,0.0986,0.1388,,,,0.4642,0.9394,0.0,756.6987,0.9911,58.2507,0.6015,0.9808,6.1894,15.72,5.151,15.73,2.894,3.419,-0.4731,0.9987,2.3195,1000.9221,37.408,139,64.7,88.1,46.1001,403.051,0.1376,4.69,0.0031,0.0734,0.0915,0.0622,0.0233,8.0312,3.953,19.947,1.5048,0.31,0.0478,760,334,3734,22642,0.119,0.097,0.161,3.0,1.1,0.134,0.29,0.6458,0.0826,0.2308,0.601,0.7477,0.2384,0.207,19.39,0.447,8.61,26.852,0.2551,22.335,0.276,9.4,18.74,0.331,7.93,24.81,9.4,12.751,34.506,0.1654,5.92,24.81,54.702,0.1205,0.0376,0.035,0.07,0.1161,0.0839,0.0822,0.0929,2.7777,0.0039,,0.0311,0.0006,145.8688,0.0516,1024.0,0.0137,0.0159,0.0066,0.0051,,,,0.021,0.027,0.849,0.0363,0.4231,0.0881,23.646,2.0348,5.987,6.4923,8.3792,,,,0.003,40.7861,0.0,478.4615,51.9008,79.7139,836.7332,72.7941,130.2376,44.2397,436.1029,207.5516,60.788,0.0,384.6547,0.0,0.0,0.0,292.0801,472.4138,0.0,0.0,0.0,50.6232,0.0,0.9022,402.22,81.032,0.4316,10.32,1.0,47.8439,1.0038,0.1975,264.272,0.5671,4.98,0.0877,530.6746,2.0193,10.8,0.0364,0.0172,47.2136,0.5025,0.0118,-1
